district,week_id,start_date,end_date,Duration,T2M_max,T2M_min,T2M_avg,T2M_MAX_max,T2M_MAX_min,T2M_MAX_avg,T2M_MIN_max,T2M_MIN_min,T2M_MIN_avg,RH2M_max,RH2M_min,RH2M_avg,PRECTOTCORR_max,PRECTOTCORR_min,PRECTOTCORR_avg,month,monsoon_IM2,monsoon_NE,monsoon_SW,week_number,sin_week,cos_week,PRECTOTCORR_avg_lag_1,PRECTOTCORR_avg_lag_2,PRECTOTCORR_avg_lag_3,PRECTOTCORR_avg_lag_4,PRECTOTCORR_avg_lag_5,PRECTOTCORR_avg_lag_6,T2M_avg_lag_1,T2M_avg_lag_2,T2M_avg_lag_3,T2M_avg_lag_4,T2M_avg_lag_5,T2M_avg_lag_6,RH2M_avg_lag_1,RH2M_avg_lag_2,RH2M_avg_lag_3,RH2M_avg_lag_4,RH2M_avg_lag_5,RH2M_avg_lag_6,target
Polonnaruwa,284,2025-06-07,2025-06-13, 2025-06-07 to 2025-06-13,27.74,27.25,27.58857143,32.2,30.36,31.27142857,25.58,24.42,25.13,86.05,82.21,83.79,2.5,0.04,1.101428571,6,False,False,True,23,0.354604887,-0.935016243,0.442857143,2.151428571,5.197142857,1.79,5.215714286,11.56,27.78428571,27.47428571,27.59285714,28.09571429,28.45428571,28.17428571,85.04714286,84.53142857,86.04,83.97857143,80.44714286,81.71571429,1
Hambantota,126,2022-05-28,2022-06-03, 2022-05-28 to 2022-06-03,27.77,27.18,27.52,28.76,27.93,28.38714286,27.15,26.48,26.89285714,90.44,85.84,86.99285714,13.1,4.43,8.985714286,5,False,False,True,21,0.568064747,-0.822983866,4.145714286,8.044285714,6.905714286,9.584285714,9.591428571,9.088571429,27.56,27.78142857,28.38,28.66428571,28.37428571,28.42714286,87.05428571,87.78142857,86.19857143,82.92857143,80.71571429,83.84,0
Colombo,289,2025-07-12,2025-07-18, 2025-07-12 to 2025-07-18,26.9,26.06,26.42857143,28.75,27.43,28.01714286,26.01,24.85,25.32285714,89.02,85.96,87.59285714,5.5,0.35,2.477142857,7,False,False,True,28,-0.239315664,-0.970941817,0.484285714,0.667142857,2.7,7.944285714,5.867142857,3.472857143,26.97285714,26.83,26.77428571,26.61142857,27.07,27.18714286,89.03142857,88.01857143,88.15428571,87.94142857,87.30857143,88.89714286,1
Kegalle,50,2020-12-12,2020-12-18, 2020-12-12 to 2020-12-18,23.9,22.5,23.35714286,28.66,27.2,27.97142857,21.13,18.5,19.73571429,91.28,84.19,86.84857143,11.39,0.04,2.938571429,12,False,True,False,50,-0.239315664,0.970941817,1.994285714,12.22714286,4.747142857,11.11714286,15.13428571,9.102857143,24.50428571,24.17,23.96285714,24.85,25.28142857,25.94142857,88.03428571,91.74428571,90.22285714,89.10285714,88.53857143,82.85428571,0
Colombo,170,2023-04-01,2023-04-07, 2023-04-01 to 2023-04-07,28.57,26.62,27.38428571,31.55,29.21,30.12857143,25.52,24.58,25.05857143,84.74,70.56,80.86714286,21.27,3.46,7.967142857,4,False,False,False,13,1.0,-1.61e-16,2.512857143,9.458571429,5.87,2.401428571,1.732857143,5.865714286,27.65285714,27.17285714,27.15,26.63428571,25.96428571,25.93142857,79.13857143,81.22857143,79.35857143,79.70857143,78.43142857,80.21571429,0
Galle,265,2025-01-25,2025-01-31, 2025-01-25 to 2025-01-31,27.46,25.96,26.63285714,28.5,26.95,27.78857143,26.56,24.1,25.44714286,86.85,74.73,81.75857143,13.06,2.31,7.111428571,1,False,True,False,4,0.464723172,0.885456026,16.07285714,4.94,2.944285714,8.018571429,3.037142857,6.405714286,26.71,26.94428571,27.07857143,27.43571429,27.73714286,27.62142857,84.00714286,84.27857143,80.07714286,81.74428571,81.35857143,85.50571429,0
Kegalle,184,2023-07-08,2023-07-14, 2023-07-08 to 2023-07-14,26.76,25.84,26.20142857,31.98,29.9,31.02142857,23.46,22.53,23.12142857,82.95,78.04,80.70428571,1.3,0.2,0.525714286,7,False,False,True,27,-0.12053668,-0.992708874,4.042857143,2.788571429,2.257142857,1.725714286,1.264285714,1.937142857,25.13714286,25.79428571,26.10285714,26.34,26.27857143,26.5,85.05714286,84.71285714,83.96285714,84.67571429,84.66285714,86.06428571,1
Badulla,296,2025-08-30,2025-09-05, 2025-08-30 to 2025-09-05,26.51,25.65,26.06285714,33.4,31.28,32.15714286,22.21,21.41,21.93571429,74.21,69.0,71.56428571,1.26,0.04,0.415714286,8,False,False,True,35,-0.885456026,-0.464723172,0.882857143,0.735714286,0.905714286,5.125714286,2.421428571,2.277142857,26.09571429,25.24571429,24.58571429,24.80571429,25.31714286,24.61,75.81428571,76.72571429,80.68285714,83.46428571,78.50285714,80.16,0
Hambantota,158,2023-01-07,2023-01-13, 2023-01-07 to 2023-01-13,26.31,25.01,25.78714286,27.87,26.87,27.44428571,25.77,23.3,24.32714286,90.03,76.76,82.91,11.35,0.0,3.015714286,1,False,True,False,1,0.12053668,0.992708874,1.514285714,7.617142857,12.43857143,4.437142857,8.748571429,6.74,25.91142857,26.48571429,26.4,26.82142857,26.40428571,27.08857143,83.86142857,84.81142857,85.98428571,82.10142857,82.30714286,80.62571429,2
Galle,33,2020-08-15,2020-08-21, 2020-08-15 to 2020-08-21,27.8,26.99,27.52428571,28.66,27.62,28.28714286,27.31,26.55,26.92428571,87.27,80.44,83.71,0.83,0.28,0.545714286,8,False,False,True,33,-0.748510748,-0.663122658,4.715714286,12.10428571,3.851428571,8.012857143,5.307142857,3.551428571,26.91857143,27.30428571,27.25,27.03571429,27.58285714,27.99285714,86.87,86.04,82.36571429,85.24285714,83.90285714,81.44714286,0
Kalutara,219,2024-03-09,2024-03-15, 2024-03-09 to 2024-03-15,28.04,27.61,27.82428571,30.99,30.0,30.57,26.66,24.06,25.29571429,78.25,71.93,75.28857143,1.3,0.03,0.605714286,3,False,False,False,10,0.935016243,0.354604887,1.551428571,1.495714286,0.96,0.967142857,1.941428571,7.0,27.53857143,27.9,27.58142857,26.93857143,26.81714286,26.91857143,77.35571429,80.11142857,81.58142857,81.31571429,79.54285714,83.73,0
Hambantota,193,2023-09-09,2023-09-15, 2023-09-09 to 2023-09-15,28.0,27.51,27.84285714,29.09,28.12,28.89714286,27.27,26.71,27.04857143,85.59,79.23,82.97142857,12.49,5.06,8.318571429,9,False,False,True,36,-0.935016243,-0.354604887,23.37571429,11.20857143,2.057142857,1.152857143,3.574285714,0.525714286,27.75142857,28.10857143,28.13142857,28.03857143,28.03714286,27.80857143,84.80571429,82.65142857,82.43142857,80.03428571,83.60285714,86.84571429,0
Kegalle,116,2022-03-19,2022-03-25, 2022-03-19 to 2022-03-25,26.34,24.91,25.61428571,31.34,28.93,30.30428571,22.63,21.71,22.05428571,88.08,81.55,84.78142857,7.76,0.0,1.574285714,3,False,False,False,11,0.970941817,0.239315664,2.274285714,1.237142857,3.227142857,23.10285714,6.252857143,1.434285714,25.13142857,24.29285714,23.50714286,24.19285714,23.08714286,22.99285714,84.11714286,88.14714286,89.69285714,88.16571429,87.81714286,86.60857143,0
Polonnaruwa,187,2023-07-29,2023-08-04, 2023-07-29 to 2023-08-04,30.41,29.07,29.98142857,36.65,33.29,35.56142857,26.48,25.76,26.19142857,69.9,64.41,66.25285714,0.14,0.0,0.041428571,7,False,False,True,30,-0.464723172,-0.885456026,0.171428571,0.145714286,0.214285714,0.928571429,0.735714286,1.222857143,29.55714286,29.57571429,29.34714286,27.89571429,28.45714286,28.50285714,67.24428571,68.35,69.45857143,75.32857143,76.22285714,76.62714286,0
Jaffna,169,2023-03-25,2023-03-31, 2023-03-25 to 2023-03-31,29.63,29.08,29.31285714,32.1,30.84,31.54857143,27.45,26.64,27.10857143,74.02,66.66,70.68571429,0.6,0.0,0.267142857,3,False,False,False,12,0.992708874,0.12053668,4.098571429,0.224285714,0.241428571,1.09,0.02,0.007142857,28.70571429,27.79714286,27.23571429,26.84571429,26.42142857,25.58714286,76.15571429,78.15857143,78.41,74.10285714,74.19428571,74.36428571,0
Matara,104,2021-12-25,2021-12-31, 2021-12-25 to 2021-12-31,26.86,25.74,26.22428571,29.58,28.23,28.79142857,24.97,22.91,23.70571429,84.28,72.65,78.16285714,2.82,0.0,0.701428571,12,False,True,False,51,-0.12053668,0.992708874,5.162857143,9.761428571,8.088571429,11.59571429,13.06285714,6.607142857,26.80571429,26.70714286,26.97285714,26.66714286,26.75428571,27.15142857,80.92857143,84.74428571,84.16428571,84.13714286,82.26428571,85.36142857,0
Hambantota,142,2022-09-17,2022-09-23, 2022-09-17 to 2022-09-23,27.95,27.05,27.45571429,29.47,28.47,28.88571429,26.75,25.81,26.36285714,84.47,80.02,82.39142857,0.93,0.0,0.375714286,9,False,False,True,37,-0.970941817,-0.239315664,0.027142857,7.221428571,13.72428571,4.642857143,2.037142857,0.908571429,26.89714286,26.67,26.41857143,26.37142857,26.70571429,26.46571429,83.73571429,87.65571429,85.76,88.22428571,87.93142857,89.06714286,0
Hambantota,19,2020-05-09,2020-05-15, 2020-05-09 to 2020-05-15,28.97,27.84,28.62142857,30.37,28.13,29.68142857,28.02,27.24,27.65714286,88.61,79.88,84.02428571,44.64,7.87,18.55428571,5,False,False,True,19,0.748510748,-0.663122658,7.757142857,5.785714286,3.014285714,8.638571429,3.717142857,0.534285714,29.02857143,29.00428571,28.84,28.66857143,28.67142857,28.47571429,80.97714286,79.56714286,80.31714286,80.26571429,76.04428571,74.43,0
Matale,112,2022-02-19,2022-02-25, 2022-02-19 to 2022-02-25,25.31,23.55,24.19285714,30.62,27.76,28.93428571,21.99,19.13,20.71857143,91.24,83.97,88.16571429,97.89,0.06,23.10285714,2,False,True,False,7,0.748510748,0.663122658,6.252857143,1.434285714,1.175714286,0.055714286,0.841428571,2.79,23.08714286,22.99285714,23.31857143,22.33428571,23.1,24.01142857,87.81714286,86.60857143,86.28428571,80.31571429,87.46714286,90.79571429,1
Hambantota,249,2024-10-05,2024-10-11, 2024-10-05 to 2024-10-11,28.04,27.24,27.57285714,29.96,27.88,28.80142857,26.86,26.16,26.55428571,86.43,81.66,83.65,14.29,2.48,8.36,10,True,False,False,40,-0.992708874,0.12053668,6.124285714,1.822857143,0.785714286,2.572857143,4.722857143,1.755714286,27.91428571,28.53285714,28.43,28.25714286,28.23571429,28.20285714,83.71142857,81.60571429,82.84428571,83.11857143,82.21714286,81.56857143,0
Mullaitivu,93,2021-10-09,2021-10-15, 2021-10-09 to 2021-10-15,28.5,27.54,28.10571429,30.25,28.2,29.43142857,27.41,26.5,27.13142857,87.19,79.46,84.09714286,33.21,0.95,8.93,10,True,False,False,40,-0.992708874,0.12053668,13.72428571,6.22,5.278571429,1.407142857,0.548571429,4.322857143,27.91285714,28.45,28.74571429,28.91,28.57142857,28.25571429,83.39428571,78.06,79.86142857,78.40285714,78.91571429,80.05714286,0
Vavuniya,162,2023-02-04,2023-02-10, 2023-02-04 to 2023-02-10,25.73,24.58,25.24857143,28.5,27.78,28.18285714,24.16,21.89,23.10857143,89.03,82.49,85.40428571,6.62,0.05,1.114285714,2,False,True,False,5,0.568064747,0.822983866,23.55285714,3.105714286,0.185714286,3.495714286,3.837142857,5.948571429,25.13285714,24.63714286,24.04571429,23.93428571,24.68428571,25.50571429,88.03571429,83.61857143,81.52142857,80.69714286,84.08428571,88.80285714,0
Trincomalee,181,2023-06-17,2023-06-23, 2023-06-17 to 2023-06-23,29.05,28.31,28.77714286,32.61,30.92,31.85857143,27.02,26.53,26.69571429,82.77,75.23,78.70428571,10.1,0.09,2.105714286,6,False,False,True,24,0.239315664,-0.970941817,1.152857143,0.241428571,0.678571429,0.275714286,0.424285714,7.908571429,29.24714286,28.95571429,29.04857143,28.98571429,28.85285714,27.72857143,79.16428571,81.05571429,82.14571429,81.65428571,84.62285714,82.54428571,0
Ampara,283,2025-05-31,2025-06-06, 2025-05-31 to 2025-06-06,29.47,28.49,29.19857143,31.8,30.81,31.55571429,27.37,27.12,27.28571429,79.39,74.39,77.45857143,1.41,0.37,0.915714286,5,False,False,True,22,0.464723172,-0.885456026,3.641428571,3.151428571,3.731428571,6.818571429,8.601428571,4.87,28.79,29.17857143,29.70142857,29.07571429,28.45857143,29.24285714,80.74,76.75142857,73.91428571,75.72142857,81.48857143,77.38142857,0
Matara,264,2025-01-18,2025-01-24, 2025-01-18 to 2025-01-24,26.74,25.67,26.25,29.16,26.57,28.04571429,25.42,24.37,24.89857143,89.75,81.44,84.87142857,40.35,0.92,15.77571429,1,False,True,False,3,0.354604887,0.935016243,6.722857143,1.53,8.414285714,4.655714286,8.447142857,4.63,26.40428571,26.71714286,26.75285714,27.25285714,27.28,27.19714286,85.73142857,81.52571429,84.38428571,82.64142857,85.15571429,81.99142857,0
Hambantota,117,2022-03-26,2022-04-01, 2022-03-26 to 2022-04-01,28.18,27.5,27.85428571,29.41,28.43,28.95857143,27.43,26.59,26.93142857,83.21,76.38,80.34857143,6.78,0.49,3.204285714,3,False,False,False,12,0.992708874,0.12053668,1.445714286,4.72,2.88,1.68,12.13285714,5.901428571,28.04285714,27.57714286,27.46,27.24285714,27.24285714,26.35,80.73285714,81.39,81.82571429,82.10428571,81.45428571,82.71428571,0
Anuradhapura,204,2023-11-25,2023-12-01, 2023-11-25 to 2023-12-01,26.29,25.18,25.78714286,29.79,26.76,28.43714286,24.3,23.6,23.87571429,96.24,88.81,92.31857143,45.4,2.85,12.21285714,11,True,False,False,47,-0.568064747,0.822983866,16.36428571,17.45,24.30428571,13.61285714,6.727142857,15.88857143,26.21142857,26.21428571,25.99714286,26.28285714,26.50857143,26.28714286,88.19142857,91.57428571,88.52142857,86.24285714,84.20857143,86.60571429,1
Vavuniya,147,2022-10-22,2022-10-28, 2022-10-22 to 2022-10-28,26.91,26.14,26.54857143,30.24,28.55,29.61857143,24.98,23.77,24.43285714,89.35,72.67,81.56714286,17.49,0.0,7.267142857,10,True,False,False,42,-0.935016243,0.354604887,12.48142857,8.531428571,0.348571429,2.972857143,0.008571429,0.025714286,26.74714286,28.12714286,27.99428571,28.54714286,28.41857143,28.16285714,84.78857143,77.95714286,74.19857143,75.21285714,73.24857143,75.83857143,0
Ampara,73,2021-05-22,2021-05-28, 2021-05-22 to 2021-05-28,29.18,28.41,28.85714286,31.67,29.79,31.03857143,27.83,26.6,27.24571429,83.79,76.29,80.31,20.47,0.08,6.635714286,5,False,False,True,20,0.663122658,-0.748510748,5.947142857,5.57,4.704285714,4.231428571,2.608571429,4.807142857,29.12714286,28.78857143,28.58857143,28.64,28.94285714,27.91428571,78.61,81.06857143,80.49428571,79.45571429,76.45142857,78.42285714,0
Anuradhapura,19,2020-05-09,2020-05-15, 2020-05-09 to 2020-05-15,29.07,27.77,28.31428571,34.03,30.99,32.18285714,26.2,24.45,25.16714286,84.52,77.08,82.03428571,24.24,1.75,10.29,5,False,False,True,19,0.748510748,-0.663122658,8.698571429,2.344285714,5.201428571,3.217142857,1.6,0.285714286,29.34285714,29.90857143,29.93571429,29.84142857,29.59285714,28.50571429,74.52428571,71.66,70.19285714,69.08428571,66.18714286,66.19,0
Puttalam,218,2024-03-02,2024-03-08, 2024-03-02 to 2024-03-08,27.05,26.4,26.76857143,32.46,31.05,31.48142857,23.4,22.02,22.63428571,80.63,73.68,77.20571429,0.0,0.0,0.0,3,False,False,False,9,0.885456026,0.464723172,0.43,0.382857143,0.064285714,0.175714286,2.917142857,0.207142857,27.19,26.96857143,26.27142857,25.84142857,26.05857143,25.24714286,80.91714286,82.50571429,83.12,84.01,85.55142857,83.87,0
Ratnapura,135,2022-07-30,2022-08-05, 2022-07-30 to 2022-08-05,24.33,23.84,24.08428571,27.38,25.97,26.75857143,22.95,21.93,22.44714286,92.9,88.61,89.94428571,27.39,3.85,13.78857143,7,False,False,True,30,-0.464723172,-0.885456026,7.105714286,4.672857143,1.051428571,1.908571429,1.441428571,3.46,24.75285714,24.79142857,24.49571429,24.43714286,25.02857143,24.76428571,87.46714286,89.99857143,87.31428571,88.93285714,88.46285714,90.59571429,3
Batticaloa,201,2023-11-04,2023-11-10, 2023-11-04 to 2023-11-10,27.79,26.96,27.41285714,29.21,27.61,28.50285714,26.79,25.91,26.47714286,85.43,76.16,82.33428571,16.16,1.23,9.7,11,True,False,False,44,-0.822983866,0.568064747,9.664285714,12.97142857,18.78428571,18.27714286,24.06571429,8.724285714,27.36857143,27.55571429,27.46285714,27.72285714,27.92714286,28.28428571,81.78142857,80.00285714,81.66,84.67,84.01428571,81.31142857,0
Kegalle,190,2023-08-19,2023-08-25, 2023-08-19 to 2023-08-25,28.38,27.04,27.57571429,35.42,31.98,33.87,24.04,22.97,23.54428571,75.42,70.28,72.73571429,2.23,0.0,0.582857143,8,False,False,True,33,-0.748510748,-0.663122658,0.207142857,0.967142857,0.041428571,1.538571429,0.581428571,0.525714286,27.00714286,27.10285714,26.74571429,26.25714286,26.35571429,26.20142857,73.36857143,75.86142857,77.96142857,79.49571429,80.45142857,80.70428571,0
Ratnapura,71,2021-05-08,2021-05-14, 2021-05-08 to 2021-05-14,26.13,25.13,25.65857143,30.76,27.9,28.84857143,24.13,22.67,23.48714286,92.82,84.45,89.89571429,17.71,7.22,13.82857143,5,False,False,True,18,0.822983866,-0.568064747,10.73857143,5.258571429,6.734285714,9.118571429,0.925714286,10.00428571,25.93428571,26.03571429,25.45857143,25.59428571,25.63857143,24.99714286,86.20571429,86.73142857,88.63428571,84.29428571,83.74857143,85.57571429,0
Badulla,182,2023-06-24,2023-06-30, 2023-06-24 to 2023-06-30,25.63,24.69,25.08428571,30.63,28.69,29.44857143,22.71,22.01,22.26857143,87.25,83.64,85.23857143,13.05,1.06,6.53,6,False,False,True,25,0.12053668,-0.992708874,1.99,3.158571429,3.757142857,4.901428571,2.347142857,2.838571429,25.27428571,25.54714286,25.74285714,26.24285714,25.89428571,26.36428571,85.40857143,85.12285714,84.59571429,83.34857143,85.10714286,84.62,1
Monaragala,279,2025-05-03,2025-05-09, 2025-05-03 to 2025-05-09,26.68,24.71,25.96142857,31.18,28.1,30.03285714,23.17,21.25,22.37285714,89.86,76.65,82.56,26.37,1.89,10.05857143,5,False,False,True,18,0.822983866,-0.568064747,14.64142857,9.492857143,9.125714286,9.315714286,6.777142857,5.481428571,25.37714286,26.19428571,25.83285714,25.14714286,24.58142857,24.95,86.90571429,83.73714286,86.92571429,88.15285714,85.58,88.43428571,1
Vavuniya,154,2022-12-10,2022-12-16, 2022-12-10 to 2022-12-16,25.98,24.8,25.49285714,29.39,27.81,28.77428571,23.89,21.91,22.99714286,87.85,83.79,85.84142857,3.52,0.04,1.631428571,12,False,True,False,49,-0.354604887,0.935016243,17.43,3.46,0.094285714,5.418571429,16.50714286,21.41285714,24.78142857,25.87142857,25.44,25.64714286,26.03,26.17285714,86.85285714,85.06428571,84.77428571,85.10142857,87.99571429,87.69285714,0
Vavuniya,40,2020-10-03,2020-10-09, 2020-10-03 to 2020-10-09,28.89,26.99,28.08857143,35.07,30.15,32.80428571,25.64,24.34,25.10142857,81.23,71.4,76.46,14.12,0.16,3.13,10,True,False,False,40,-0.992708874,0.12053668,3.538571429,0.411428571,0.698571429,10.00714286,7.328571429,0.135714286,27.68285714,27.75714286,27.57857143,27.69857143,28.43142857,29.58,79.00714286,76.15,80.97857143,79.02,76.31,70.59142857,0
Nuwara Eliya,259,2024-12-14,2024-12-20, 2024-12-14 to 2024-12-20,22.96,22.22,22.55285714,26.6,25.7,26.04571429,20.5,19.59,19.96857143,94.5,90.25,92.37428571,31.36,1.13,9.311428571,12,False,True,False,50,-0.239315664,0.970941817,5.244285714,0.548571429,13.65285714,6.098571429,7.465714286,19.11857143,22.45714286,22.35142857,22.13285714,23.31571429,23.22571429,23.07,88.86285714,89.01,93.55,88.50714286,89.33857143,88.14571429,1
Jaffna,164,2023-02-18,2023-02-24, 2023-02-18 to 2023-02-24,27.01,25.99,26.42142857,28.52,27.88,28.21571429,25.88,24.42,24.89857143,80.22,68.55,74.19428571,0.04,0.0,0.02,2,False,True,False,7,0.748510748,0.663122658,0.007142857,1.14,17.99,1.292857143,0.055714286,1.242857143,25.58714286,26.13,26.08571429,25.80428571,25.29,25.51428571,74.36428571,80.29,84.08857143,77.52571429,75.50714286,74.09714286,0
Gampaha,180,2023-06-10,2023-06-16, 2023-06-10 to 2023-06-16,27.71,27.24,27.43,29.21,28.45,28.83142857,26.71,25.93,26.40142857,90.56,84.33,87.44857143,13.81,1.54,5.788571429,6,False,False,True,23,0.354604887,-0.935016243,4.552857143,5.82,2.157142857,3.785714286,8.478571429,24.50428571,27.49714286,27.79857143,27.31,27.91142857,27.33142857,27.35142857,85.21285714,85.61285714,87.42571429,86.54857143,82.85285714,83.62571429,0
Ratnapura,94,2021-10-16,2021-10-22, 2021-10-16 to 2021-10-22,25.37,24.8,25.08714286,28.87,26.77,28.25428571,23.46,22.06,22.86857143,91.78,88.01,89.52142857,13.53,3.17,7.267142857,10,True,False,False,41,-0.970941817,0.239315664,5.22,9.911428571,12.25857143,9.022857143,3.655714286,4.757142857,24.97142857,24.66,24.44,25.27571429,25.04142857,24.89571429,89.76285714,90.82428571,88.66571429,89.38571429,89.16142857,89.81,0
Kilinochchi,220,2024-03-16,2024-03-22, 2024-03-16 to 2024-03-22,28.81,27.99,28.33142857,30.83,30.16,30.46285714,27.77,26.13,26.63285714,81.26,72.57,75.93714286,4.16,0.0,1.221428571,3,False,False,False,11,0.970941817,0.239315664,0.0,0.044285714,0.052857143,0.082857143,0.101428571,0.062857143,27.85285714,27.16142857,27.62571429,27.33142857,27.24,26.74857143,72.47285714,76.81428571,79.05,79.29285714,77.45571429,80.29285714,0
Nuwara Eliya,234,2024-06-22,2024-06-28, 2024-06-22 to 2024-06-28,23.53,22.66,23.21857143,27.17,25.0,26.37714286,21.73,20.99,21.28142857,89.92,87.13,88.30857143,7.07,0.74,3.105714286,6,False,False,True,25,0.12053668,-0.992708874,2.098571429,1.232857143,6.758571429,5.632857143,8.805714286,9.998571429,23.81428571,23.83,23.85142857,24.09428571,24.16714286,24.63285714,89.22428571,89.65,89.99428571,90.82428571,90.47,86.14285714,1
Vavuniya,90,2021-09-18,2021-09-24, 2021-09-18 to 2021-09-24,29.14,27.74,28.34428571,33.73,31.0,32.32142857,25.95,25.19,25.52,82.77,76.52,79.94857143,21.09,0.72,7.618571429,9,False,False,True,37,-0.970941817,-0.239315664,1.011428571,0.267142857,3.437142857,1.591428571,0.701428571,6.638571429,28.95428571,28.34,28.01571429,28.09714286,28.04,28.38142857,74.19142857,75.73285714,77.12,76.57428571,75.09714286,76.14142857,0
Badulla,166,2023-03-04,2023-03-10, 2023-03-04 to 2023-03-10,23.85,23.22,23.47285714,27.95,26.19,27.18428571,21.34,19.98,20.76285714,91.87,89.22,90.70285714,9.36,0.69,3.092857143,3,False,False,False,9,0.885456026,0.464723172,5.934285714,9.998571429,0.542857143,2.928571429,8.385714286,9.308571429,22.73142857,22.8,21.33142857,23.02571429,22.32142857,21.96857143,88.29571429,90.12714286,88.18,91.75142857,92.29,92.55142857,4
Batticaloa,150,2022-11-12,2022-11-18, 2022-11-12 to 2022-11-18,26.83,26.02,26.43142857,28.19,26.99,27.46,25.87,25.17,25.47857143,85.95,75.77,82.73142857,30.68,0.01,14.74714286,11,True,False,False,45,-0.748510748,0.663122658,15.6,11.34285714,5.57,16.21285714,8.531428571,3.45,27.09857143,27.01428571,27.7,27.50571429,28.03285714,28.40428571,82.13142857,82.89285714,76.26285714,80.34714286,78.31857143,73.31428571,0
Kurunegala,234,2024-06-22,2024-06-28, 2024-06-22 to 2024-06-28,26.6,25.39,26.20428571,31.34,28.94,30.03428571,24.24,23.18,23.83428571,83.25,79.76,81.49714286,5.07,0.26,2.345714286,6,False,False,True,25,0.12053668,-0.992708874,1.417142857,1.13,3.617142857,3.998571429,11.07142857,10.76857143,26.68714286,26.59571429,26.50857143,26.58,26.52428571,27.32714286,82.61428571,83.26714286,84.32285714,86.53142857,86.65,80.27,0
Colombo,9,2020-02-29,2020-03-06, 2020-02-29 to 2020-03-06,28.01,27.31,27.66142857,31.72,30.4,31.18285714,25.17,23.41,24.58142857,82.21,69.1,73.21571429,7.74,0.0,1.315714286,2,False,True,False,9,0.885456026,0.464723172,0.447142857,0.74,0.875714286,0.638571429,0.188571429,3.077142857,27.30142857,26.50714286,26.20714286,25.92,25.85857143,26.52,76.58857143,76.69857143,79.10428571,78.04,76.83857143,83.82857143,0
