district,week_id,start_date,end_date,Duration,T2M_max,T2M_min,T2M_avg,T2M_MAX_max,T2M_MAX_min,T2M_MAX_avg,T2M_MIN_max,T2M_MIN_min,T2M_MIN_avg,RH2M_max,RH2M_min,RH2M_avg,PRECTOTCORR_max,PRECTOTCORR_min,PRECTOTCORR_avg,month,monsoon_IM2,monsoon_NE,monsoon_SW,week_number,sin_week,cos_week,PRECTOTCORR_avg_lag_1,PRECTOTCORR_avg_lag_2,PRECTOTCORR_avg_lag_3,PRECTOTCORR_avg_lag_4,PRECTOTCORR_avg_lag_5,PRECTOTCORR_avg_lag_6,T2M_avg_lag_1,T2M_avg_lag_2,T2M_avg_lag_3,T2M_avg_lag_4,T2M_avg_lag_5,T2M_avg_lag_6,RH2M_avg_lag_1,RH2M_avg_lag_2,RH2M_avg_lag_3,RH2M_avg_lag_4,RH2M_avg_lag_5,RH2M_avg_lag_6,target
Polonnaruwa,243,2024-08-24,2024-08-30, 2024-08-24 to 2024-08-30,28.51,27.82,28.23142857,33.76,31.89,32.79571429,25.73,23.98,24.98,78.12,73.8,76.18,2.6,0.0,0.458571429,8,False,False,True,34,-0.822983866,-0.568064747,6.918571429,7.517142857,4.45,0.634285714,0.07,0.15,28.06,28.97857143,29.03285714,29.54,29.81285714,28.99714286,78.97142857,77.15,72.88,68.51,68.02142857,71.00142857,4
Kandy,16,2020-04-18,2020-04-24, 2020-04-18 to 2020-04-24,29.16,27.05,28.26428571,36.37,30.23,34.09142857,24.65,23.4,24.05428571,83.25,68.56,74.25857143,10.29,0.83,4.551428571,4,False,False,False,16,0.935016243,-0.354604887,6.74,3.08,0.861428571,0.528571429,0.992857143,0.8,28.37571429,28.51285714,27.41571429,26.85714286,26.92,26.1,71.72857143,66.71857143,66.08714286,66.49285714,73.18428571,73.52571429,0
Puttalam,224,2024-04-13,2024-04-19, 2024-04-13 to 2024-04-19,30.91,29.96,30.47428571,35.84,34.5,35.23714286,28.0,25.6,26.82428571,73.34,69.25,71.31857143,6.15,0.12,1.8,4,False,False,False,15,0.970941817,-0.239315664,1.7,2.132857143,0.717142857,0.985714286,0.0,0.0,30.52285714,30.32,29.43285714,28.60714286,27.70428571,26.76857143,68.63142857,69.02571429,69.75714286,70.26714286,71.31142857,77.20571429,1
Kurunegala,121,2022-04-23,2022-04-29, 2022-04-23 to 2022-04-29,27.09,24.79,26.35285714,31.85,27.7,30.56571429,23.23,21.63,22.74571429,86.24,79.73,83.22428571,18.05,1.55,7.67,4,False,False,False,16,0.935016243,-0.354604887,5.905714286,11.02857143,16.51571429,2.38,1.574285714,2.274285714,26.05857143,25.25714286,25.77285714,26.63571429,25.61428571,25.13142857,87.85714286,87.68714286,84.82,81.30142857,84.78142857,84.11714286,0
Hambantota,243,2024-08-24,2024-08-30, 2024-08-24 to 2024-08-30,28.45,27.94,28.20285714,30.02,29.09,29.51428571,27.53,26.93,27.18857143,85.75,77.2,81.56857143,7.76,0.09,1.755714286,8,False,False,True,34,-0.822983866,-0.568064747,8.907142857,6.017142857,2.837142857,4.39,1.932857143,2.314285714,27.74285714,27.97571429,27.99,27.85857143,28.17142857,27.98285714,83.44142857,85.11285714,82.96142857,85.98285714,85.09,84.68,0
Ampara,215,2024-02-10,2024-02-16, 2024-02-10 to 2024-02-16,27.65,27.13,27.50571429,28.86,28.26,28.70142857,26.92,26.23,26.63714286,83.38,75.86,80.14285714,1.64,0.27,1.002857143,2,False,True,False,6,0.663122658,0.748510748,0.995714286,3.431428571,0.865714286,4.127142857,16.90714286,12.77428571,26.99857143,27.25428571,26.91428571,26.63714286,27.01857143,27.35142857,80.9,84.67,75.16714286,79.72285714,85.83571429,83.51857143,0
Hambantota,151,2022-11-19,2022-11-25, 2022-11-19 to 2022-11-25,27.73,27.15,27.46571429,29.36,28.37,28.97142857,26.4,25.75,26.07571429,84.02,73.01,78.61285714,1.65,0.06,0.545714286,11,True,False,False,46,-0.663122658,0.748510748,18.46,14.04142857,15.83857143,20.04,17.26857143,9.34,26.55,26.92,27.57571429,27.42142857,27.12428571,27.27,79.56285714,82.47857143,81.39142857,81.03857143,84.57285714,83.9,0
Polonnaruwa,264,2025-01-18,2025-01-24, 2025-01-18 to 2025-01-24,25.75,24.88,25.36142857,28.29,25.93,27.36857143,24.63,23.18,24.07428571,94.36,85.84,90.16428571,61.9,0.86,20.15,1,False,True,False,3,0.354604887,0.935016243,18.71857143,4.048571429,9.162857143,1.445714286,7.59,12.35,25.58,25.29714286,25.82285714,26.03,26.12428571,26.25,90.73428571,86.32428571,87.85,88.35571429,90.37428571,87.41571429,1
Vavuniya,10,2020-03-07,2020-03-13, 2020-03-07 to 2020-03-13,28.04,27.4,27.72428571,33.69,31.33,33.03857143,24.82,22.93,23.97,78.63,69.19,71.74571429,3.39,0.0,0.551428571,3,False,False,False,10,0.935016243,0.354604887,0.001428571,0.591428571,1.704285714,0.018571429,0.004285714,0.011428571,27.07714286,26.87,25.83714286,25.76857143,25.26571429,25.02714286,70.42142857,77.53285714,76.36428571,77.77714286,79.55,79.11,0
Monaragala,61,2021-02-27,2021-03-05, 2021-02-27 to 2021-03-05,24.8,21.49,22.62142857,30.41,26.97,27.86428571,20.72,16.65,18.38714286,88.74,82.54,84.97,6.65,0.0,1.302857143,2,False,True,False,8,0.822983866,0.568064747,3.735714286,1.207142857,3.752857143,6.254285714,3.164285714,3.401428571,23.71714286,23.39571429,22.33142857,22.83714286,21.81142857,23.28285714,88.99571429,88.58428571,89.46285714,91.96571429,89.59285714,92.56428571,2
Mullaitivu,110,2022-02-05,2022-02-11, 2022-02-05 to 2022-02-11,26.8,25.75,26.29857143,28.27,26.9,27.70857143,26.23,24.42,25.10428571,86.43,71.93,77.90857143,34.47,0.0,7.637142857,2,False,True,False,5,0.568064747,0.822983866,1.475714286,0.28,2.862857143,1.161428571,9.111428571,6.04,26.14571429,26.10714286,26.21142857,26.68285714,26.62571429,26.61714286,76.94285714,74.41428571,76.73285714,81.17571429,82.71857143,76.20142857,0
Badulla,14,2020-04-04,2020-04-10, 2020-04-04 to 2020-04-10,27.51,25.7,26.85857143,35.21,30.44,33.18857143,22.94,21.44,22.31714286,79.72,66.34,73.63,4.59,0.09,2.128571429,4,False,False,False,14,0.992708874,-0.12053668,0.305714286,0.351428571,1.128571429,0.772857143,0.282857143,1.578571429,25.8,24.96142857,25.22285714,24.20285714,24.00428571,23.76714286,72.58571429,75.43,80.89285714,81.55428571,83.07285714,88.04571429,0
Nuwara Eliya,162,2023-02-04,2023-02-10, 2023-02-04 to 2023-02-10,22.03,21.07,21.71428571,27.13,24.21,26.01285714,19.72,17.44,18.71285714,93.38,87.48,90.19857143,8.86,0.3,2.69,2,False,True,False,5,0.568064747,0.822983866,6.115714286,5.635714286,2.992857143,2.564285714,1.201428571,10.64285714,20.83285714,20.74142857,20.65857143,20.21142857,20.44714286,21.54285714,92.01714286,90.30714286,88.54142857,89.18142857,90.48571429,92.23571429,0
Monaragala,181,2023-06-17,2023-06-23, 2023-06-17 to 2023-06-23,25.58,25.0,25.27428571,30.24,28.93,29.66142857,23.13,22.02,22.52714286,87.34,84.09,85.40857143,3.68,0.42,1.99,6,False,False,True,24,0.239315664,-0.970941817,3.158571429,3.757142857,4.901428571,2.347142857,2.838571429,5.38,25.54714286,25.74285714,26.24285714,25.89428571,26.36428571,24.61428571,85.12285714,84.59571429,83.34857143,85.10714286,84.62,86.14428571,0
Mullaitivu,198,2023-10-14,2023-10-20, 2023-10-14 to 2023-10-20,28.2,27.74,28.04,30.24,28.42,29.40142857,27.07,26.6,26.82857143,84.35,75.61,79.84857143,24.15,2.83,10.04571429,10,True,False,False,41,-0.970941817,0.239315664,9.921428571,3.805714286,3.745714286,5.897142857,0.58,1.324285714,28.66428571,28.79857143,28.73857143,28.51571429,29.47428571,29.14285714,80.40857143,77.75428571,79.11285714,78.17142857,72.18142857,75.26428571,0
Mannar,183,2023-07-01,2023-07-07, 2023-07-01 to 2023-07-07,29.1,27.98,28.69714286,31.56,29.94,30.52857143,27.76,26.15,27.31714286,78.69,71.67,75.54,0.76,0.02,0.201428571,7,False,False,True,26,-3.22e-16,-1.0,0.112857143,1.362857143,0.127142857,0.202857143,0.401428571,0.348571429,28.75714286,29.15714286,29.76857143,29.42285714,29.41285714,28.96428571,78.67,77.60142857,76.87285714,79.04285714,79.52428571,82.99285714,0
Matara,9,2020-02-29,2020-03-06, 2020-02-29 to 2020-03-06,27.67,27.26,27.48,30.26,29.15,29.77714286,26.17,24.74,25.65,81.62,76.16,79.12142857,3.01,0.01,1.158571429,2,False,True,False,9,0.885456026,0.464723172,0.967142857,1.192857143,2.204285714,0.565714286,0.131428571,3.775714286,27.32428571,26.86714286,26.84285714,26.60714286,26.4,27.13857143,81.25714286,79.03285714,80.29428571,78.34714286,76.79714286,84.42142857,0
Polonnaruwa,40,2020-10-03,2020-10-09, 2020-10-03 to 2020-10-09,28.88,28.07,28.48714286,36.07,32.09,34.23571429,25.13,22.93,24.25142857,73.84,69.01,71.15,2.35,0.07,0.665714286,10,True,False,False,40,-0.992708874,0.12053668,3.012857143,1.415714286,0.76,5.595714286,5.83,0.667142857,27.74142857,27.76857143,27.75428571,27.76428571,28.60142857,29.99142857,77.32714286,73.35571429,77.13714286,75.78142857,72.41571429,66.40857143,0
Anuradhapura,275,2025-04-05,2025-04-11, 2025-04-05 to 2025-04-11,27.83,26.72,27.20714286,31.53,29.64,30.82428571,24.88,23.4,24.28714286,86.74,82.12,83.94714286,6.04,2.25,4.252857143,4,False,False,False,14,0.992708874,-0.12053668,8.658571429,0.958571429,2.488571429,4.87,4.282857143,10.24285714,26.07857143,26.89857143,26.48714286,25.64714286,26.05285714,25.74857143,82.02571429,83.08857143,86.92714286,84.92857143,84.93,87.20857143,0
Puttalam,259,2024-12-14,2024-12-20, 2024-12-14 to 2024-12-20,27.13,25.61,26.17285714,29.16,27.18,28.18428571,25.01,23.81,24.47428571,90.88,84.82,88.21571429,28.2,0.13,7.332857143,12,False,True,False,50,-0.239315664,0.970941817,6.277142857,0.33,13.77428571,8.681428571,4.402857143,16.41571429,26.47714286,26.90571429,26.17857143,27.07142857,27.24,27.12,85.61857143,82.59428571,88.54714286,86.35,84.24,83.23285714,0
Colombo,24,2020-06-13,2020-06-19, 2020-06-13 to 2020-06-19,27.57,27.26,27.39714286,29.29,28.67,29.02142857,26.62,26.01,26.21571429,87.83,85.02,86.32571429,3.63,1.38,2.282857143,6,False,False,True,24,0.239315664,-0.970941817,9.544285714,1.782857143,5.512857143,13.88857143,21.5,7.345714286,27.05714286,27.22571429,27.45,27.60142857,27.89428571,28.06285714,85.15428571,85.4,88.52714286,86.41428571,84.02,83.25,0
Colombo,283,2025-05-31,2025-06-06, 2025-05-31 to 2025-06-06,27.34,26.86,27.18714286,29.16,27.78,28.72428571,26.31,25.77,25.99857143,89.66,87.1,88.89714286,12.78,0.46,3.472857143,5,False,False,True,22,0.464723172,-0.885456026,13.96142857,8.987142857,3.417142857,8.154285714,12.25857143,5.96,27.37,27.63428571,27.90428571,27.48285714,27.3,27.42285714,88.35,86.87571429,83.95428571,86.30142857,85.80428571,86.53714286,0
Trincomalee,28,2020-07-11,2020-07-17, 2020-07-11 to 2020-07-17,28.57,28.04,28.33571429,31.63,30.63,31.31285714,26.51,25.82,26.17,80.57,77.46,78.84571429,3.31,0.8,1.581428571,7,False,False,True,28,-0.239315664,-0.970941817,3.037142857,0.465714286,10.41714286,0.351428571,1.568571429,0.285714286,28.45571429,28.67714286,28.46,29.65,28.91,29.29,76.57571429,78.16142857,76.53714286,74.88857143,77.29285714,76.72857143,0
Galle,289,2025-07-12,2025-07-18, 2025-07-12 to 2025-07-18,27.73,27.04,27.36142857,28.25,27.5,27.93,27.2,26.56,26.87,86.49,85.11,85.85428571,10.45,0.64,3.862857143,7,False,False,True,28,-0.239315664,-0.970941817,1.108571429,0.82,1.534285714,5.34,5.644285714,4.092857143,27.95857143,27.93714286,28.03,27.69714286,28.07,28.24428571,87.09714286,85.39428571,85.21,85.67,84.92714286,86.42285714,0
Monaragala,100,2021-11-27,2021-12-03, 2021-11-27 to 2021-12-03,24.64,23.33,23.81571429,28.43,25.85,27.22571429,21.63,20.47,21.15714286,93.23,88.21,90.55857143,27.91,1.02,10.36857143,11,True,False,False,47,-0.568064747,0.822983866,24.90571429,8.92,29.61285714,11.52,11.84,6.771428571,23.55428571,24.23142857,23.75285714,24.38285714,24.16571429,24.99,89.56571429,88.57714286,89.44,88.85428571,86.93857143,86.07142857,1
Kegalle,250,2024-10-12,2024-10-18, 2024-10-12 to 2024-10-18,26.56,23.89,25.29142857,32.04,27.17,29.50285714,23.35,21.8,22.53428571,87.97,80.46,84.69714286,14.8,0.01,4.248571429,10,True,False,False,41,-0.970941817,0.239315664,8.52,3.677142857,0.748571429,0.462857143,1.221428571,1.444285714,25.31142857,27.23857143,26.95142857,26.73571429,26.5,25.99428571,84.43857143,76.19142857,78.52714286,80.15714286,81.69714286,83.16,0
Matara,95,2021-10-23,2021-10-29, 2021-10-23 to 2021-10-29,26.92,26.12,26.57,28.93,27.02,28.00285714,25.83,25.12,25.38714286,86.91,81.95,84.55142857,21.86,5.4,13.69,10,True,False,False,42,-0.935016243,0.354604887,5.395714286,5.932857143,10.52714286,10.13428571,9.514285714,4.072857143,27.29428571,27.33428571,26.97,26.96428571,27.38285714,27.0,85.54,85.80857143,86.52714286,83.94285714,85.55285714,86.42714286,0
Gampaha,279,2025-05-03,2025-05-09, 2025-05-03 to 2025-05-09,27.84,26.83,27.48285714,29.88,28.08,29.19571429,26.4,25.7,26.04285714,89.08,81.11,86.30142857,12.43,4.35,8.154285714,5,False,False,True,18,0.822983866,-0.568064747,12.25857143,5.96,3.948571429,10.48,12.94142857,5.938571429,27.3,27.42285714,27.50428571,27.26,27.62,27.72571429,85.80428571,86.53714286,85.80857143,85.38,77.07428571,77.83285714,0
Colombo,202,2023-11-11,2023-11-17, 2023-11-11 to 2023-11-17,27.29,26.18,26.7,29.64,27.08,28.33285714,25.81,24.61,25.41428571,90.33,85.33,87.69,39.94,1.83,12.55571429,11,True,False,False,45,-0.748510748,0.663122658,21.87857143,25.46857143,11.78142857,17.73,12.89428571,21.47714286,26.54428571,26.23857143,26.51142857,25.91857143,26.44571429,26.23142857,85.18714286,87.41428571,83.92857143,87.38857143,87.88285714,87.98571429,0
Gampaha,104,2021-12-25,2021-12-31, 2021-12-25 to 2021-12-31,26.5,24.3,25.23142857,29.65,28.4,29.17857143,23.81,20.46,21.58571429,82.43,77.2,80.02,2.27,0.0,0.53,12,False,True,False,51,-0.12053668,0.992708874,1.868571429,4.315714286,5.028571429,11.01571429,11.30142857,11.53285714,25.74714286,25.98285714,26.45428571,26.36571429,25.78428571,26.11714286,83.3,86.18142857,82.96142857,84.57428571,86.27285714,88.59714286,0
Jaffna,99,2021-11-20,2021-11-26, 2021-11-20 to 2021-11-26,27.56,26.93,27.20285714,28.59,27.8,28.12,26.64,26.02,26.44,88.18,77.73,84.57,58.96,0.06,19.51714286,11,True,False,False,46,-0.663122658,0.748510748,9.232857143,33.06,21.30571429,13.1,2.687142857,8.624285714,27.28285714,26.96285714,27.59285714,28.00857143,28.34428571,28.40857143,86.03571429,86.24714286,83.26428571,79.80285714,82.44571429,82.27714286,0
Kandy,250,2024-10-12,2024-10-18, 2024-10-12 to 2024-10-18,26.56,23.89,25.29142857,32.04,27.17,29.50285714,23.35,21.8,22.53428571,87.97,80.46,84.69714286,14.8,0.01,4.248571429,10,True,False,False,41,-0.970941817,0.239315664,8.52,3.677142857,0.748571429,0.462857143,1.221428571,1.444285714,25.31142857,27.23857143,26.95142857,26.73571429,26.5,25.99428571,84.43857143,76.19142857,78.52714286,80.15714286,81.69714286,83.16,0
Kegalle,91,2021-09-25,2021-10-01, 2021-09-25 to 2021-10-01,25.43,23.84,24.80857143,30.13,26.38,28.31714286,23.25,21.87,22.77714286,89.99,84.72,86.73571429,38.38,0.96,12.02857143,9,False,False,True,38,-0.992708874,-0.12053668,5.25,2.578571429,2.945714286,3.532857143,4.898571429,0.877142857,25.86285714,25.60428571,25.34857143,25.06571429,24.89,24.86714286,85.19857143,84.69714286,85.84,86.64285714,86.83571429,85.11,0
Polonnaruwa,174,2023-04-29,2023-05-05, 2023-04-29 to 2023-05-05,28.61,25.84,27.37857143,32.12,27.86,29.94714286,25.93,23.21,25.12571429,89.67,79.27,85.19428571,30.8,1.37,13.76428571,4,False,False,False,17,0.885456026,-0.464723172,5.925714286,1.45,1.47,7.445714286,0.122857143,8.768571429,28.35285714,28.42714286,27.79714286,27.41428571,27.21,27.23,82.13285714,78.10142857,79.91428571,82.95142857,80.25285714,83.13142857,0
Mannar,162,2023-02-04,2023-02-10, 2023-02-04 to 2023-02-10,26.18,25.29,25.75428571,28.41,27.81,28.12571429,25.06,23.19,24.06428571,87.56,80.74,83.27571429,9.31,0.02,1.531428571,2,False,True,False,5,0.568064747,0.822983866,17.45714286,1.71,0.238571429,2.54,2.128571429,4.348571429,25.65857143,25.25285714,24.72571429,24.77142857,25.41142857,25.97,86.02285714,81.21428571,79.18428571,77.83571429,81.18142857,87.30571429,0
Kurunegala,262,2025-01-04,2025-01-10, 2025-01-04 to 2025-01-10,24.12,22.46,23.36714286,28.73,26.97,27.67571429,22.12,18.7,20.13857143,92.53,84.29,89.21857143,6.25,0.02,2.007142857,1,False,True,False,1,0.12053668,0.992708874,8.907142857,1.655714286,9.528571429,5.717142857,0.268571429,20.17857143,23.8,24.42857143,24.33142857,24.36857143,24.49714286,23.98857143,90.97857143,88.69142857,92.26142857,89.45,87.68,93.71714286,0
Ratnapura,32,2020-08-08,2020-08-14, 2020-08-08 to 2020-08-14,24.91,24.33,24.68714286,28.9,27.43,28.31428571,23.26,22.38,22.62,90.24,87.31,88.09,9.85,0.2,4.204285714,8,False,False,True,32,-0.663122658,-0.748510748,10.50714286,3.027142857,8.152857143,5.47,2.887142857,4.298571429,24.60428571,24.21714286,24.48428571,24.70857143,24.85857143,25.30714286,89.32714286,87.32571429,90.33,89.83,87.48285714,88.61,1
Jaffna,34,2020-08-22,2020-08-28, 2020-08-22 to 2020-08-28,29.17,28.73,28.93714286,31.16,30.41,30.80285714,27.93,27.42,27.61857143,80.68,76.92,79.14,0.82,0.32,0.524285714,8,False,False,True,34,-0.822983866,-0.568064747,0.264285714,3.735714286,0.46,6.655714286,2.961428571,1.294285714,28.55285714,28.43428571,28.95,28.26285714,28.39428571,29.02285714,80.38571429,79.40714286,75.11857143,78.41571429,79.99857143,78.10428571,0
Ratnapura,254,2024-11-09,2024-11-15, 2024-11-09 to 2024-11-15,25.93,25.19,25.54142857,30.66,27.37,29.38285714,23.66,21.52,22.62428571,93.11,83.5,86.92285714,29.49,0.31,10.73285714,11,True,False,False,45,-0.748510748,0.663122658,17.90857143,2.284285714,5.127142857,4.444285714,9.294285714,4.302857143,25.02,25.48714286,25.29428571,24.91285714,24.66857143,25.69428571,87.17571429,89.82571429,89.23428571,87.57142857,88.57714286,86.32428571,0
Ratnapura,153,2022-12-03,2022-12-09, 2022-12-03 to 2022-12-09,24.47,22.21,23.32285714,28.64,24.49,26.71,21.96,18.9,20.31714286,90.06,82.12,87.45857143,17.11,0.56,6.347142857,12,False,True,False,48,-0.464723172,0.885456026,5.831428571,0.165714286,14.74285714,12.86,10.21428571,9.941428571,24.68714286,23.91285714,23.86857143,24.30571429,24.65428571,24.63857143,84.25,86.63857143,86.85857143,88.22571429,88.15285714,86.90428571,1
Kilinochchi,156,2022-12-24,2022-12-30, 2022-12-24 to 2022-12-30,26.78,25.71,26.5,27.94,26.88,27.49,26.26,24.73,25.75571429,88.54,82.11,84.85428571,19.69,0.02,4.73,12,False,True,False,51,-0.12053668,0.992708874,9.274285714,2.514285714,19.52142857,3.397142857,0.15,6.63,26.55142857,26.46714286,25.93428571,26.79857143,26.68571429,26.76571429,84.72428571,83.77857143,82.62571429,81.63,80.18142857,81.75142857,0
Hambantota,147,2022-10-22,2022-10-28, 2022-10-22 to 2022-10-28,28.18,27.03,27.42142857,29.84,27.99,28.90285714,26.66,25.3,26.16285714,85.62,70.25,81.03857143,49.36,0.49,20.04,10,True,False,False,42,-0.935016243,0.354604887,17.26857143,9.34,3.135714286,3.227142857,0.375714286,0.027142857,27.12428571,27.27,27.25285714,27.58714286,27.45571429,26.89714286,84.57285714,83.9,82.83714286,82.19142857,82.39142857,83.73571429,0
Monaragala,128,2022-06-11,2022-06-17, 2022-06-11 to 2022-06-17,25.23,24.02,24.59285714,29.5,27.22,28.30857143,22.41,21.31,21.94857143,88.63,82.32,85.95285714,9.46,0.36,3.86,6,False,False,True,23,0.354604887,-0.935016243,2.962857143,9.167142857,5.46,7.898571429,3.945714286,6.834285714,24.79285714,24.66142857,25.20714286,25.35142857,25.45,26.07142857,88.13,88.39571429,87.55142857,88.44,85.68,83.82571429,1
Polonnaruwa,201,2023-11-04,2023-11-10, 2023-11-04 to 2023-11-10,27.22,26.18,26.68285714,30.21,27.99,29.24,25.26,24.49,24.90142857,89.58,79.87,86.20142857,150.67,2.78,35.30142857,11,True,False,False,44,-0.822983866,0.568064747,23.01714286,6.727142857,36.58857143,18.37285714,7.881428571,2.297142857,26.67142857,26.90714286,26.70142857,27.80428571,28.18571429,28.34857143,85.15714286,82.60857143,85.57571429,82.73142857,77.44857143,76.31142857,0
Matara,62,2021-03-06,2021-03-12, 2021-03-06 to 2021-03-12,27.2,26.45,26.91857143,29.55,27.96,28.68714286,25.88,25.07,25.50714286,86.77,80.0,83.02285714,17.61,1.85,10.27714286,3,False,False,False,9,0.885456026,0.464723172,0.668571429,2.281428571,1.0,1.551428571,4.37,0.851428571,26.71714286,27.15142857,27.16285714,26.41142857,26.6,26.21714286,75.43571429,81.39714286,78.72714286,78.52428571,81.80428571,76.62142857,0
Monaragala,54,2021-01-09,2021-01-15, 2021-01-09 to 2021-01-15,23.49,22.18,22.84142857,26.97,24.17,25.30714286,21.94,19.76,20.95857143,95.94,93.2,94.44428571,55.6,11.61,20.63857143,1,False,True,False,1,0.12053668,0.992708874,8.21,12.79142857,21.25142857,1.825714286,2.967142857,14.03285714,23.42142857,23.43285714,22.99857143,22.85142857,24.08857143,23.93571429,93.03428571,91.60428571,94.22142857,87.96,88.91142857,90.25428571,1
Galle,228,2024-05-11,2024-05-17, 2024-05-11 to 2024-05-17,29.13,28.49,28.73,30.03,29.01,29.47571429,28.42,27.65,28.04714286,84.7,80.23,82.06571429,28.26,3.55,13.44142857,5,False,False,True,19,0.748510748,-0.663122658,6.127142857,7.798571429,4.048571429,3.77,4.691428571,6.117142857,29.60571429,29.38142857,29.34428571,29.08714286,29.18571429,28.94857143,83.10857143,82.24571429,80.58714286,81.55428571,80.57,79.16142857,0
Kandy,82,2021-07-24,2021-07-30, 2021-07-24 to 2021-07-30,25.44,24.61,25.08428571,29.35,27.76,28.49428571,23.43,22.61,22.94,89.51,84.64,87.30571429,11.02,0.0,4.138571429,7,False,False,True,29,-0.354604887,-0.935016243,2.795714286,9.21,4.771428571,1.484285714,2.67,3.007142857,25.23857143,24.79857143,25.4,25.17571429,25.16857143,25.33857143,88.19285714,87.77142857,88.62428571,86.55857143,88.25714286,87.97285714,0
Kurunegala,10,2020-03-07,2020-03-13, 2020-03-07 to 2020-03-13,26.67,25.72,26.1,34.23,32.72,33.67,22.04,18.96,20.1,77.7,70.66,73.52571429,5.19,0.0,0.8,3,False,False,False,10,0.935016243,0.354604887,0.717142857,0.46,1.982857143,0.887142857,0.008571429,0.001428571,25.47714286,24.60428571,23.65714286,23.47142857,22.98571429,22.31714286,75.11285714,84.28571429,84.49714286,85.88428571,86.90285714,85.88714286,0
Kilinochchi,191,2023-08-26,2023-09-01, 2023-08-26 to 2023-09-01,30.11,28.96,29.48428571,33.04,30.55,31.86571429,28.04,27.26,27.56714286,78.93,72.01,74.85285714,3.92,0.01,1.502857143,8,False,False,True,34,-0.822983866,-0.568064747,0.62,0.891428571,3.232857143,0.078571429,0.615714286,0.407142857,29.63714286,29.43428571,29.71571429,29.85571429,29.20142857,29.46857143,73.61285714,73.80285714,74.93285714,72.39714286,75.12285714,76.70428571,0
Matara,18,2020-05-02,2020-05-08, 2020-05-02 to 2020-05-08,28.88,28.22,28.55428571,30.92,29.57,30.11,27.95,27.19,27.43428571,85.33,79.46,82.16142857,12.37,4.18,7.742857143,5,False,False,True,18,0.822983866,-0.568064747,6.181428571,4.041428571,8.08,4.045714286,2.472857143,0.537142857,28.53142857,28.47142857,28.31285714,28.16,27.99571429,27.62,80.77571429,81.33,81.16571429,78.87,75.59142857,76.05428571,0
Batticaloa,57,2021-01-30,2021-02-05, 2021-01-30 to 2021-02-05,27.01,26.07,26.49857143,27.94,27.04,27.43428571,26.43,25.25,25.77714286,87.94,78.07,83.62,9.67,0.56,5.777142857,1,False,True,False,4,0.464723172,0.885456026,3.438571429,4.528571429,25.64285714,7.195714286,10.58714286,27.52571429,26.32571429,26.71142857,26.25571429,26.61571429,26.70571429,26.41,76.90571429,84.86142857,88.05285714,86.45142857,83.91714286,86.32,0
Matara,63,2021-03-13,2021-03-19, 2021-03-13 to 2021-03-19,27.79,25.95,27.15857143,30.48,26.93,29.20571429,25.73,25.17,25.34142857,82.77,77.14,79.73428571,5.48,0.36,2.855714286,3,False,False,False,10,0.935016243,0.354604887,10.27714286,0.668571429,2.281428571,1.0,1.551428571,4.37,26.91857143,26.71714286,27.15142857,27.16285714,26.41142857,26.6,83.02285714,75.43571429,81.39714286,78.72714286,78.52428571,81.80428571,0
Anuradhapura,165,2023-02-25,2023-03-03, 2023-02-25 to 2023-03-03,25.83,23.01,24.56142857,29.94,28.3,29.08142857,23.55,18.79,21.14714286,87.72,80.58,83.29714286,14.45,0.0,2.705714286,2,False,True,False,8,0.822983866,0.568064747,0.84,0.044285714,1.674285714,23.09571429,5.27,0.6,24.25285714,22.82857143,24.60428571,24.32714286,23.83142857,23.31428571,84.23571429,84.25285714,88.18285714,89.81857143,87.37,84.59857143,1
Galle,287,2025-06-28,2025-07-04, 2025-06-28 to 2025-07-04,28.11,27.73,27.93714286,28.58,28.23,28.41285714,27.64,27.31,27.47428571,86.93,84.12,85.39428571,2.38,0.27,0.82,6,False,False,True,26,-3.22e-16,-1.0,1.534285714,5.34,5.644285714,4.092857143,9.561428571,6.465714286,28.03,27.69714286,28.07,28.24428571,28.49285714,28.70285714,85.21,85.67,84.92714286,86.42285714,86.7,84.64857143,0
Gampaha,131,2022-07-02,2022-07-08, 2022-07-02 to 2022-07-08,26.61,25.45,25.87142857,28.2,26.64,27.38571429,25.72,24.3,24.78571429,88.98,86.72,87.99142857,8.24,0.52,2.927142857,7,False,False,True,26,-3.22e-16,-1.0,1.595714286,3.364285714,5.404285714,2.744285714,13.58142857,8.36,26.72,26.41714286,26.07571429,26.54428571,26.61714286,26.90714286,86.53285714,87.27714286,88.46857143,88.69,87.77571429,88.26,0
Galle,172,2023-04-15,2023-04-21, 2023-04-15 to 2023-04-21,29.34,28.26,28.83,30.1,28.84,29.69,28.75,27.78,28.03571429,82.42,75.9,79.07571429,6.1,0.37,2.247142857,4,False,False,False,15,0.970941817,-0.239315664,3.382857143,6.257142857,4.024285714,9.528571429,6.898571429,3.224285714,28.74285714,28.13714286,27.99857143,27.95857143,27.92571429,27.69714286,76.34142857,78.18571429,80.21571429,79.71142857,79.54142857,78.62857143,0
